trip_id,date_time,pickup_location,dropoff_location,trip_duration,trip_distance,fare_amount,payment_method,driver_id,customer_id
trip_22768,2023-05-08 20:26:00,Suburbs,University,19,33.66,16.56,card,driver_42,customer_459
trip_22769,2023-07-17 14:05:00,Mall,Suburbs,87,21.82,92.59,cash,driver_25,customer_415
trip_22770,2023-07-28 04:51:00,Downtown,University,117,22.22,78.76,cash,driver_37,customer_183
trip_22771,2023-03-01 20:34:00,Downtown,Downtown,62,37.55,97.23,cash,driver_68,customer_221
trip_22772,2023-01-20 18:16:00,Suburbs,Suburbs,36,22.19,42.59,card,driver_28,customer_219
trip_22773,2023-02-04 12:29:00,Mall,Train Station,40,45.86,66.52,card,driver_13,customer_235
trip_22774,2023-09-16 21:59:00,Train Station,Downtown,27,1.91,83.37,cash,driver_54,customer_129
trip_22775,2023-03-19 08:39:00,Downtown,Suburbs,73,1.58,24.8,card,driver_32,customer_438
trip_22776,2023-06-10 06:03:00,Suburbs,Mall,6,8.77,11.04,card,driver_18,customer_121
trip_22777,2023-07-04 18:16:00,Downtown,Suburbs,79,29.82,79.02,card,driver_38,customer_261
trip_22778,2023-04-09 02:50:00,Downtown,Airport,55,27.81,20.89,card,driver_60,customer_446
trip_22779,2023-12-02 22:59:00,Train Station,Suburbs,16,30.44,82.08,cash,driver_42,customer_135
trip_22780,2023-10-25 10:29:00,Train Station,Airport,68,8.68,55.92,cash,driver_25,customer_35
trip_22781,2023-11-08 03:52:00,Airport,Airport,72,3.14,11.81,card,driver_65,customer_6
trip_22782,2023-09-24 17:14:00,Train Station,Train Station,74,40.88,13.02,card,driver_82,customer_59
trip_22783,2023-09-03 18:10:00,Train Station,Downtown,64,39.34,38.91,card,driver_15,customer_287
trip_22784,2023-07-17 19:49:00,Downtown,Downtown,29,16.51,38.93,cash,driver_13,customer_243
trip_22785,2023-08-10 12:54:00,University,Mall,99,6.7,10.5,cash,driver_13,customer_163
trip_22786,2023-07-01 14:39:00,Train Station,Mall,91,14.12,88.19,card,driver_65,customer_295
trip_22787,2023-12-26 00:57:00,Mall,Airport,17,3.84,91.25,cash,driver_4,customer_50
trip_22788,2023-08-15 03:32:00,Train Station,Downtown,43,17.58,33.53,cash,driver_45,customer_270
trip_22789,2023-04-24 11:20:00,Mall,Mall,55,3.14,69.98,cash,driver_91,customer_312
trip_22790,2023-05-21 12:11:00,Airport,University,97,23.53,36.51,card,driver_53,customer_264
trip_22791,2023-08-07 12:40:00,Train Station,Train Station,115,34.44,37.06,card,driver_86,customer_185
trip_22792,2023-02-13 12:17:00,Suburbs,University,53,7.39,54.88,card,driver_26,customer_366
trip_22793,2023-11-12 12:43:00,Mall,Downtown,82,15.3,11.2,cash,driver_16,customer_240
trip_22794,2023-11-01 10:08:00,University,Suburbs,117,49.17,24.91,cash,driver_41,customer_286
trip_22795,2023-01-14 17:05:00,Mall,Downtown,9,4.6,21.74,cash,driver_5,customer_293
trip_22796,2023-12-20 20:11:00,Suburbs,Suburbs,67,42.31,27.89,cash,driver_47,customer_411
trip_22797,2023-06-18 01:00:00,Mall,Suburbs,39,19.72,7.87,cash,driver_47,customer_291
trip_22798,2023-08-31 23:46:00,Downtown,Airport,30,30.53,8.14,cash,driver_17,customer_134
trip_22799,2023-07-14 22:47:00,Suburbs,Train Station,84,37.92,24.57,cash,driver_97,customer_415
trip_22800,2023-05-28 04:01:00,Mall,Train Station,79,20.06,27.03,cash,driver_87,customer_435
trip_22801,2023-03-07 01:46:00,University,Mall,26,17.51,58.07,cash,driver_21,customer_341
trip_22802,2023-02-03 01:22:00,Suburbs,Suburbs,113,40.01,46.94,cash,driver_96,customer_284
trip_22803,2023-10-20 04:59:00,Downtown,Downtown,8,31.82,90.52,cash,driver_28,customer_82
trip_22804,2023-07-30 14:12:00,Mall,Train Station,65,4.03,42.78,card,driver_23,customer_129
trip_22805,2023-04-25 05:29:00,Train Station,Suburbs,93,44.92,54.99,card,driver_41,customer_278
trip_22806,2023-12-04 21:46:00,University,Train Station,64,16.34,9.93,card,driver_5,customer_364
trip_22807,2023-04-19 08:15:00,Mall,Downtown,5,4.85,17.43,cash,driver_5,customer_49
trip_22808,2023-04-07 17:41:00,Suburbs,Mall,25,6.34,96.78,card,driver_32,customer_151
trip_22809,2023-05-10 12:46:00,Airport,Train Station,57,37.96,34.26,cash,driver_63,customer_79
trip_22810,2023-02-21 05:25:00,Suburbs,Suburbs,68,23.39,28.96,card,driver_37,customer_440
trip_22811,2023-08-31 22:54:00,University,Suburbs,24,47.12,74.22,cash,driver_68,customer_264
trip_22812,2023-06-19 15:17:00,Suburbs,Train Station,31,16.03,49.99,cash,driver_22,customer_139
trip_22813,2023-09-15 02:44:00,Mall,University,25,44.03,43.67,cash,driver_5,customer_162
trip_22814,2023-12-22 19:09:00,University,Downtown,40,9.8,67.85,card,driver_82,customer_130
trip_22815,2023-10-10 12:04:00,Train Station,Airport,69,29.52,24.32,card,driver_13,customer_253
trip_22816,2023-01-23 00:34:00,Suburbs,Airport,49,22.23,15.41,card,driver_8,customer_45
trip_22817,2023-01-01 18:44:00,Train Station,University,116,23.98,15.15,cash,driver_81,customer_490
trip_22818,2023-07-10 13:03:00,Downtown,Suburbs,81,13.7,93.81,card,driver_58,customer_240
trip_22819,2023-07-21 11:27:00,Train Station,University,27,18.8,13.84,card,driver_79,customer_160
trip_22820,2023-05-30 03:57:00,Downtown,Train Station,71,3.94,79.83,cash,driver_95,customer_268
trip_22821,2023-10-13 00:38:00,Train Station,Airport,82,10.48,62.62,card,driver_10,customer_163
trip_22822,2023-07-09 15:26:00,Airport,Downtown,43,2.11,48.05,card,driver_28,customer_222
trip_22823,2023-06-08 02:40:00,University,Mall,60,17.64,63.13,card,driver_5,customer_486
trip_22824,2023-08-24 00:50:00,Downtown,University,60,45.79,50.18,cash,driver_97,customer_17
trip_22825,2023-06-03 03:07:00,University,Downtown,79,3.75,76.26,cash,driver_30,customer_169
trip_22826,2023-04-25 11:23:00,Train Station,Mall,38,12.64,88.51,cash,driver_44,customer_229
trip_22827,2023-02-21 17:03:00,Suburbs,University,23,19.38,88.15,card,driver_4,customer_196
trip_22828,2023-04-04 15:32:00,Train Station,Airport,30,35.24,19.93,card,driver_37,customer_174
trip_22829,2023-09-06 06:42:00,Train Station,Downtown,68,27.75,70.56,cash,driver_58,customer_292
trip_22830,2023-01-04 06:02:00,Mall,Mall,62,6.18,64.93,card,driver_79,customer_408
trip_22831,2023-01-01 03:43:00,Downtown,University,25,46.37,76.76,card,driver_8,customer_458
trip_22832,2023-04-25 04:10:00,Suburbs,University,54,31.98,34.94,card,driver_2,customer_459
trip_22833,2023-03-30 13:22:00,Suburbs,Airport,32,32.44,75.32,cash,driver_3,customer_314
trip_22834,2023-07-16 07:34:00,Suburbs,University,33,38.45,53.08,cash,driver_31,customer_355
trip_22835,2023-08-31 03:09:00,Mall,Train Station,92,4.66,96.94,cash,driver_50,customer_151
trip_22836,2023-12-13 03:29:00,Downtown,University,86,32.62,99.4,cash,driver_36,customer_341
trip_22837,2023-04-07 22:13:00,Suburbs,Downtown,120,22.82,20.1,card,driver_26,customer_40
trip_22838,2023-01-31 18:58:00,Downtown,Airport,9,23.06,82.27,cash,driver_18,customer_381
trip_22839,2023-09-09 12:21:00,Train Station,Train Station,105,47.36,12.18,cash,driver_21,customer_1
trip_22840,2023-10-27 21:56:00,University,Train Station,31,44.63,61.58,cash,driver_99,customer_263
trip_22841,2023-02-06 22:43:00,Downtown,Mall,120,39.71,27.51,cash,driver_43,customer_65
trip_22842,2023-03-03 07:59:00,Suburbs,Train Station,60,6.85,22.57,cash,driver_52,customer_235
trip_22843,2023-10-10 03:46:00,Mall,University,38,14.17,37.24,card,driver_67,customer_260
trip_22844,2023-12-24 00:04:00,Mall,Mall,67,7.75,26.25,card,driver_74,customer_6
trip_22845,2023-03-07 08:59:00,University,University,34,18.64,12.36,card,driver_59,customer_74
trip_22846,2023-10-16 14:56:00,Downtown,Suburbs,46,33.64,56.66,cash,driver_75,customer_256
trip_22847,2023-11-05 19:30:00,Airport,Downtown,76,34.46,7.85,card,driver_6,customer_38
trip_22848,2023-02-23 23:16:00,Downtown,University,18,12.12,84.82,cash,driver_45,customer_327
trip_22849,2023-09-24 07:56:00,Suburbs,Downtown,99,9.23,39.94,card,driver_97,customer_364
trip_22850,2023-05-11 01:53:00,University,University,102,4.57,64.52,cash,driver_50,customer_443
trip_22851,2023-07-09 14:44:00,University,University,21,3.21,54.64,card,driver_4,customer_499
trip_22852,2023-06-19 23:36:00,Airport,Train Station,26,8.28,40.95,card,driver_93,customer_12
trip_22853,2023-02-07 03:46:00,Downtown,University,80,30.5,24.63,card,driver_12,customer_122
trip_22854,2023-05-27 00:18:00,Downtown,Airport,15,9.27,75.86,cash,driver_63,customer_387
trip_22855,2023-06-06 02:33:00,Airport,Suburbs,29,49.38,63.01,cash,driver_8,customer_346
trip_22856,2023-02-07 12:53:00,Mall,University,102,15.26,45.84,cash,driver_23,customer_473
trip_22857,2023-12-14 12:11:00,University,Suburbs,60,20.21,37.25,card,driver_46,customer_130
trip_22858,2023-06-25 03:15:00,Mall,Mall,8,26.3,47.65,cash,driver_62,customer_158
trip_22859,2023-04-29 16:59:00,Train Station,Train Station,77,9.57,70.14,cash,driver_4,customer_160
trip_22860,2023-12-19 13:38:00,Suburbs,Suburbs,110,43.54,28.26,card,driver_18,customer_274
trip_22861,2023-07-06 12:34:00,University,University,42,30.66,37.89,cash,driver_87,customer_109
trip_22862,2023-11-13 13:45:00,Train Station,Downtown,87,36.15,82.58,card,driver_74,customer_80
trip_22863,2023-06-06 13:32:00,Airport,Suburbs,65,27.27,44.7,cash,driver_49,customer_3
trip_22864,2023-12-23 22:08:00,Mall,Downtown,88,31.26,82.02,card,driver_84,customer_349
trip_22865,2023-12-05 22:31:00,Train Station,Airport,23,47.4,63.99,card,driver_99,customer_453
trip_22866,2023-07-01 09:15:00,Suburbs,Airport,110,45.71,68.02,cash,driver_65,customer_273
trip_22867,2023-08-03 14:01:00,Downtown,Suburbs,87,1.17,20.55,cash,driver_92,customer_456
trip_22868,2023-03-10 06:21:00,Suburbs,Mall,13,17.81,93.08,cash,driver_32,customer_475
trip_22869,2023-11-16 19:07:00,Downtown,Airport,63,35.71,72.52,cash,driver_63,customer_367
trip_22870,2023-03-24 08:15:00,Downtown,Suburbs,75,34.67,70.19,cash,driver_10,customer_41
trip_22871,2023-05-13 04:08:00,University,Train Station,115,25.04,25.23,cash,driver_85,customer_67
trip_22872,2023-06-03 03:16:00,Mall,Downtown,8,24.02,44.48,card,driver_68,customer_480
trip_22873,2023-12-29 02:51:00,Suburbs,Airport,49,23.55,60.43,cash,driver_100,customer_413
trip_22874,2023-04-02 04:52:00,Train Station,Airport,85,46.79,39.97,cash,driver_93,customer_359
trip_22875,2023-02-05 08:41:00,Train Station,Suburbs,101,18.81,82.96,card,driver_49,customer_193
trip_22876,2023-02-18 12:06:00,Downtown,Downtown,68,10.4,63.53,cash,driver_50,customer_110
trip_22877,2023-03-23 15:25:00,Airport,Suburbs,78,17.52,73.65,card,driver_70,customer_228
trip_22878,2023-01-03 16:57:00,University,Train Station,110,25.02,26.77,card,driver_60,customer_484
trip_22879,2023-11-15 19:21:00,Train Station,Mall,15,21.11,59.19,cash,driver_26,customer_260
trip_22880,2023-07-09 07:46:00,Mall,Mall,25,37.95,83.6,cash,driver_22,customer_11
trip_22881,2023-12-09 15:37:00,Suburbs,Train Station,67,25.36,29.93,cash,driver_85,customer_133
trip_22882,2023-09-26 00:26:00,University,Train Station,63,22.02,31.07,cash,driver_24,customer_62
trip_22883,2023-04-30 04:17:00,Mall,Suburbs,75,14.54,47.02,cash,driver_5,customer_308
trip_22884,2023-01-11 02:00:00,University,Mall,5,9.65,15.74,cash,driver_2,customer_263
trip_22885,2023-08-04 16:44:00,Train Station,Train Station,100,31.64,23.45,card,driver_85,customer_208
trip_22886,2023-09-15 17:54:00,Mall,Downtown,100,47.38,73.26,cash,driver_78,customer_72
trip_22887,2023-01-11 11:27:00,Suburbs,University,52,18.41,7.42,card,driver_91,customer_396
trip_22888,2023-04-01 16:40:00,Mall,Mall,43,5.17,21.75,card,driver_9,customer_496
trip_22889,2023-05-06 00:23:00,Suburbs,Airport,7,49.8,70.16,card,driver_9,customer_482
trip_22890,2023-06-06 01:44:00,Suburbs,Airport,107,32.38,64.62,cash,driver_10,customer_82
trip_22891,2023-05-06 15:42:00,Suburbs,Downtown,82,38.47,5.99,card,driver_21,customer_244
trip_22892,2023-01-27 02:50:00,University,Train Station,87,8.5,24.69,card,driver_73,customer_437
trip_22893,2023-03-15 02:17:00,Airport,Downtown,42,16.74,84.49,card,driver_25,customer_49
trip_22894,2023-06-01 08:02:00,Suburbs,Downtown,30,37.46,45.69,cash,driver_20,customer_309
trip_22895,2023-08-03 06:57:00,Downtown,Train Station,91,38.45,45.61,cash,driver_55,customer_219
trip_22896,2023-11-05 13:53:00,Airport,Train Station,97,17.32,96.13,cash,driver_80,customer_433
trip_22897,2023-05-08 02:29:00,Downtown,Suburbs,103,47.14,45.12,cash,driver_45,customer_173
trip_22898,2023-07-16 14:04:00,Airport,Downtown,98,49.18,29.49,cash,driver_30,customer_101
trip_22899,2023-05-09 05:44:00,Mall,Mall,53,20.22,17.89,card,driver_83,customer_352
trip_22900,2023-11-09 21:45:00,Airport,Train Station,118,36.06,31.07,cash,driver_97,customer_120
trip_22901,2023-07-25 01:16:00,Airport,Suburbs,95,40.56,78.98,card,driver_64,customer_281
trip_22902,2023-01-20 08:11:00,Train Station,Downtown,22,10.24,83.43,card,driver_70,customer_291
trip_22903,2023-04-23 08:31:00,Train Station,University,39,35.19,52.03,cash,driver_81,customer_188
trip_22904,2023-02-18 06:07:00,Train Station,Downtown,75,28.1,96.98,card,driver_20,customer_489
trip_22905,2023-09-14 10:11:00,Train Station,Mall,117,32.82,68.18,card,driver_21,customer_74
trip_22906,2023-05-29 03:13:00,Suburbs,Airport,16,8.21,28.08,card,driver_100,customer_183
trip_22907,2023-06-20 00:25:00,Train Station,Suburbs,28,26.04,59.87,cash,driver_90,customer_452
trip_22908,2023-11-08 16:41:00,Suburbs,Train Station,29,2.85,42.16,cash,driver_21,customer_106
trip_22909,2023-09-28 12:44:00,University,Mall,88,39.17,57.0,cash,driver_83,customer_157
trip_22910,2023-05-18 14:09:00,Train Station,Airport,60,6.22,19.34,cash,driver_41,customer_144
trip_22911,2023-09-30 03:41:00,Suburbs,University,29,22.43,99.69,card,driver_24,customer_97
trip_22912,2023-12-06 12:41:00,Downtown,Airport,96,15.05,96.26,card,driver_100,customer_488
trip_22913,2023-07-30 07:36:00,Train Station,Suburbs,117,26.66,17.64,cash,driver_21,customer_266
trip_22914,2023-10-16 08:45:00,Train Station,Airport,105,32.46,92.99,cash,driver_94,customer_453
trip_22915,2023-08-12 15:42:00,Train Station,University,95,7.71,64.07,card,driver_2,customer_349
trip_22916,2023-10-23 00:33:00,Airport,Train Station,96,43.21,98.31,card,driver_17,customer_289
trip_22917,2023-10-06 22:39:00,University,Suburbs,102,42.77,60.5,card,driver_4,customer_354
trip_22918,2023-08-02 12:59:00,University,Suburbs,63,2.74,26.22,cash,driver_55,customer_98
trip_22919,2023-12-29 04:57:00,Airport,University,112,41.93,86.62,card,driver_48,customer_456
trip_22920,2023-08-06 20:14:00,Train Station,Airport,79,29.74,5.72,cash,driver_18,customer_80
trip_22921,2023-07-10 15:51:00,Airport,Suburbs,39,5.5,55.85,cash,driver_9,customer_50
trip_22922,2023-06-08 00:47:00,Train Station,University,46,46.86,33.2,cash,driver_93,customer_316
trip_22923,2023-10-03 17:10:00,Mall,Suburbs,59,43.27,11.92,cash,driver_17,customer_217
trip_22924,2023-07-08 06:12:00,Mall,Downtown,37,41.18,45.49,cash,driver_10,customer_154
trip_22925,2023-03-15 17:39:00,University,Suburbs,99,21.18,68.98,card,driver_34,customer_10
trip_22926,2023-12-08 03:54:00,Train Station,University,90,24.33,32.99,cash,driver_64,customer_69
trip_22927,2023-12-27 11:57:00,Train Station,Suburbs,54,26.4,77.22,card,driver_60,customer_70
trip_22928,2023-08-11 17:30:00,Airport,Airport,96,21.92,37.4,cash,driver_81,customer_448
trip_22929,2023-12-22 03:13:00,University,Airport,33,11.99,73.64,cash,driver_39,customer_264
trip_22930,2023-05-04 02:25:00,Suburbs,Train Station,71,35.78,86.47,card,driver_25,customer_322
trip_22931,2023-08-24 06:02:00,Suburbs,University,47,30.61,57.75,card,driver_30,customer_182
trip_22932,2023-06-26 07:12:00,Airport,Mall,81,40.24,82.34,card,driver_81,customer_296
trip_22933,2023-12-29 06:22:00,Mall,Mall,92,15.88,94.38,cash,driver_48,customer_267
trip_22934,2023-07-16 03:33:00,Suburbs,Downtown,87,24.58,44.14,card,driver_79,customer_140
trip_22935,2023-06-09 03:54:00,Suburbs,Mall,40,38.07,41.48,cash,driver_86,customer_488
trip_22936,2023-01-02 18:59:00,Train Station,Airport,113,26.58,7.53,card,driver_27,customer_448
trip_22937,2023-06-03 06:36:00,Suburbs,Mall,66,16.18,47.33,cash,driver_98,customer_423
trip_22938,2023-06-20 02:38:00,Airport,Suburbs,65,9.55,9.84,card,driver_14,customer_239
trip_22939,2023-02-04 02:13:00,University,Airport,19,38.22,89.54,cash,driver_50,customer_356
trip_22940,2023-10-18 14:36:00,Suburbs,Mall,64,29.04,31.23,cash,driver_13,customer_499
trip_22941,2023-09-15 03:46:00,University,Suburbs,12,17.96,26.83,card,driver_78,customer_487
trip_22942,2023-07-13 07:33:00,Mall,Train Station,19,4.01,48.78,card,driver_98,customer_422
trip_22943,2023-05-05 10:26:00,University,Suburbs,89,41.71,50.34,cash,driver_98,customer_305
trip_22944,2023-08-10 17:08:00,Airport,Airport,100,42.48,9.01,card,driver_57,customer_249
trip_22945,2023-07-15 04:04:00,Downtown,Mall,33,40.09,92.2,card,driver_54,customer_340
trip_22946,2023-01-26 12:10:00,Mall,University,38,21.83,52.47,card,driver_63,customer_98
trip_22947,2023-12-31 06:05:00,Suburbs,Mall,111,10.11,67.13,cash,driver_75,customer_288
trip_22948,2023-02-25 20:40:00,Suburbs,Mall,47,24.24,85.92,card,driver_23,customer_399
trip_22949,2023-02-28 18:21:00,Mall,Train Station,76,1.63,21.27,cash,driver_44,customer_103
trip_22950,2023-07-11 06:45:00,University,Mall,23,47.39,63.67,card,driver_36,customer_444
trip_22951,2023-10-15 09:06:00,University,Train Station,51,45.95,37.47,cash,driver_19,customer_366
trip_22952,2023-01-27 09:10:00,Downtown,Train Station,90,6.09,29.15,card,driver_31,customer_230
trip_22953,2023-02-28 20:04:00,Suburbs,Suburbs,8,23.15,85.62,card,driver_77,customer_377
trip_22954,2023-12-27 16:13:00,University,University,97,27.5,42.96,cash,driver_88,customer_247
trip_22955,2023-12-22 19:56:00,Train Station,Mall,51,43.04,61.68,cash,driver_64,customer_464
trip_22956,2023-10-03 22:51:00,Suburbs,Downtown,115,47.21,60.11,cash,driver_66,customer_166
trip_22957,2023-11-23 13:23:00,Train Station,Airport,19,27.89,54.5,card,driver_90,customer_407
trip_22958,2023-01-23 11:06:00,Train Station,Mall,101,41.19,28.57,card,driver_81,customer_370
trip_22959,2023-12-17 01:15:00,Train Station,Mall,104,48.91,58.75,cash,driver_71,customer_426
trip_22960,2023-01-27 20:18:00,Airport,Mall,27,10.26,37.92,cash,driver_31,customer_89
trip_22961,2023-11-24 11:01:00,Mall,Train Station,29,31.16,84.75,cash,driver_73,customer_250
trip_22962,2023-02-04 11:40:00,Train Station,Suburbs,60,49.08,22.76,cash,driver_9,customer_316
trip_22963,2023-08-08 16:21:00,Downtown,Suburbs,93,34.88,67.21,card,driver_51,customer_95
trip_22964,2023-05-11 00:22:00,Downtown,University,109,35.59,82.67,card,driver_23,customer_395
trip_22965,2023-08-26 11:46:00,Train Station,Airport,93,38.1,73.62,card,driver_26,customer_140
trip_22966,2023-12-15 13:48:00,Mall,Airport,21,31.44,91.48,cash,driver_27,customer_81
trip_22967,2023-06-26 10:07:00,Airport,Mall,81,21.27,48.92,card,driver_27,customer_245
trip_22968,2023-06-18 06:25:00,Airport,University,37,15.76,86.7,cash,driver_25,customer_114
trip_22969,2023-01-15 14:03:00,Train Station,Suburbs,15,46.47,64.41,card,driver_23,customer_57
trip_22970,2023-05-14 02:08:00,Downtown,University,52,41.23,61.95,card,driver_6,customer_460
trip_22971,2023-11-11 04:10:00,Train Station,Train Station,111,8.71,5.67,card,driver_64,customer_167
trip_22972,2023-11-24 01:08:00,Mall,Mall,21,18.77,24.45,cash,driver_51,customer_419
trip_22973,2023-07-06 08:40:00,Mall,Airport,112,40.7,46.33,cash,driver_38,customer_42
trip_22974,2023-12-14 06:39:00,Airport,Mall,30,49.31,32.09,cash,driver_66,customer_494
trip_22975,2023-12-07 18:29:00,Mall,Suburbs,94,12.55,13.81,card,driver_57,customer_476
trip_22976,2023-05-21 16:31:00,Downtown,Airport,69,8.34,14.35,cash,driver_20,customer_361
trip_22977,2023-01-15 08:36:00,Suburbs,Train Station,56,4.82,95.2,cash,driver_13,customer_144
trip_22978,2023-03-12 08:18:00,University,Downtown,90,28.65,86.61,cash,driver_77,customer_425
trip_22979,2023-04-24 03:25:00,Mall,University,53,21.64,7.63,cash,driver_37,customer_226
trip_22980,2023-12-24 13:16:00,Downtown,Mall,81,16.25,33.49,cash,driver_21,customer_344
trip_22981,2023-09-11 05:49:00,University,Suburbs,101,42.16,33.95,cash,driver_83,customer_166
trip_22982,2023-12-29 05:38:00,Mall,Train Station,20,10.55,29.82,card,driver_95,customer_308
trip_22983,2023-09-23 19:18:00,University,Mall,28,40.6,68.61,card,driver_20,customer_184
trip_22984,2023-04-01 23:00:00,Downtown,Mall,53,24.49,84.58,card,driver_39,customer_252
trip_22985,2023-02-02 14:26:00,Mall,Suburbs,115,31.3,19.68,cash,driver_12,customer_267
trip_22986,2023-01-05 14:36:00,Train Station,Airport,20,14.04,30.2,cash,driver_6,customer_429
trip_22987,2023-08-24 23:23:00,University,Mall,120,4.91,62.95,cash,driver_48,customer_403
trip_22988,2023-08-12 21:59:00,Mall,Downtown,33,30.87,5.5,card,driver_59,customer_319
trip_22989,2023-10-02 12:09:00,Downtown,Airport,118,44.66,72.54,card,driver_26,customer_421
trip_22990,2023-12-05 04:39:00,Mall,Suburbs,96,6.43,9.69,card,driver_56,customer_245
trip_22991,2023-01-31 07:45:00,Suburbs,University,76,32.88,95.54,cash,driver_21,customer_451
trip_22992,2023-10-17 13:46:00,Train Station,Downtown,74,35.96,19.82,card,driver_49,customer_236
trip_22993,2023-04-02 23:25:00,Mall,Mall,16,41.56,96.72,cash,driver_88,customer_331
trip_22994,2023-07-19 09:39:00,Mall,Suburbs,7,47.41,97.44,card,driver_23,customer_355
trip_22995,2023-11-19 09:52:00,Airport,University,75,43.95,79.29,cash,driver_3,customer_319
trip_22996,2023-09-12 03:48:00,Downtown,University,79,29.65,89.94,cash,driver_39,customer_421
trip_22997,2023-10-12 04:04:00,University,Downtown,64,15.53,68.64,cash,driver_40,customer_162
trip_22998,2023-06-13 17:54:00,Downtown,Airport,113,9.77,26.81,cash,driver_3,customer_287
trip_22999,2023-07-16 16:49:00,Airport,Airport,115,20.16,6.87,card,driver_53,customer_494
trip_23000,2023-08-30 21:29:00,Suburbs,Airport,91,24.06,53.71,cash,driver_56,customer_12
trip_23001,2023-07-23 21:54:00,Downtown,Mall,37,38.26,62.42,cash,driver_6,customer_88
trip_23002,2023-01-09 22:18:00,Airport,Suburbs,106,34.52,20.73,cash,driver_73,customer_274
trip_23003,2023-03-13 02:27:00,Suburbs,Downtown,67,29.16,56.08,card,driver_80,customer_337
trip_23004,2023-07-21 03:53:00,Downtown,Mall,90,23.04,74.44,cash,driver_71,customer_170
trip_23005,2023-03-16 20:00:00,University,Suburbs,37,16.01,76.67,card,driver_42,customer_410
trip_23006,2023-09-22 06:39:00,University,Train Station,57,30.17,66.83,card,driver_85,customer_389
trip_23007,2023-02-04 02:20:00,Downtown,Suburbs,11,22.98,85.09,card,driver_94,customer_26
trip_23008,2023-07-31 10:35:00,Train Station,Airport,7,33.44,92.08,cash,driver_66,customer_270
trip_23009,2023-08-14 16:18:00,Mall,Suburbs,41,10.35,6.33,card,driver_56,customer_209
trip_23010,2023-03-05 09:07:00,Airport,Train Station,20,18.54,15.89,cash,driver_75,customer_239
trip_23011,2023-03-13 23:02:00,Mall,Airport,32,7.41,53.84,cash,driver_25,customer_143
trip_23012,2023-05-07 17:31:00,Airport,Suburbs,80,27.04,36.97,card,driver_76,customer_384
trip_23013,2023-10-09 01:42:00,Suburbs,Mall,69,43.59,87.75,cash,driver_41,customer_432
trip_23014,2023-03-13 23:20:00,University,University,89,46.09,16.68,card,driver_31,customer_487
trip_23015,2023-02-06 13:43:00,Airport,Airport,119,36.33,13.54,card,driver_96,customer_45
trip_23016,2023-07-23 21:25:00,Suburbs,Airport,5,16.1,73.72,cash,driver_76,customer_499
trip_23017,2023-07-30 18:29:00,Airport,Mall,17,5.16,31.61,card,driver_23,customer_447
trip_23018,2023-06-03 18:31:00,Airport,Train Station,30,32.49,97.85,cash,driver_14,customer_402
trip_23019,2023-07-29 06:24:00,Mall,Mall,65,8.41,93.53,cash,driver_40,customer_411
trip_23020,2023-07-23 14:28:00,Suburbs,University,12,38.64,27.4,card,driver_27,customer_187
trip_23021,2023-07-30 10:38:00,Train Station,Downtown,60,46.55,53.04,cash,driver_18,customer_73
trip_23022,2023-06-09 18:17:00,Train Station,University,70,29.48,88.05,cash,driver_39,customer_115
trip_23023,2023-03-04 19:01:00,Train Station,Airport,105,39.62,62.53,cash,driver_85,customer_443
trip_23024,2023-07-05 15:30:00,University,University,52,40.69,6.3,card,driver_93,customer_138
trip_23025,2023-09-27 10:50:00,Downtown,Train Station,62,32.48,8.43,cash,driver_72,customer_164
trip_23026,2023-07-03 01:30:00,Airport,Downtown,18,21.93,56.15,cash,driver_48,customer_21
trip_23027,2023-02-13 03:55:00,Airport,Airport,28,45.38,19.87,cash,driver_39,customer_176
trip_23028,2023-09-09 14:36:00,University,Downtown,120,27.97,64.08,card,driver_100,customer_303
trip_23029,2023-07-21 14:30:00,Suburbs,Downtown,86,24.67,79.3,card,driver_89,customer_19
trip_23030,2023-05-14 10:52:00,Airport,Mall,85,16.7,81.2,card,driver_77,customer_87
trip_23031,2023-11-16 17:43:00,University,Mall,41,24.66,57.6,cash,driver_99,customer_357
trip_23032,2023-05-01 21:22:00,Mall,Airport,67,24.64,92.5,cash,driver_48,customer_494
trip_23033,2023-09-08 02:14:00,Train Station,Downtown,31,9.34,13.13,card,driver_84,customer_51
trip_23034,2023-01-24 01:02:00,University,Downtown,64,8.76,12.85,cash,driver_77,customer_145
trip_23035,2023-11-06 02:11:00,Downtown,Airport,37,8.18,83.54,cash,driver_18,customer_275
trip_23036,2023-09-23 21:23:00,University,University,44,34.9,56.52,cash,driver_82,customer_423
trip_23037,2023-01-08 14:27:00,Downtown,University,40,32.09,7.97,cash,driver_42,customer_43
trip_23038,2023-02-14 11:50:00,Mall,Mall,80,30.47,30.26,cash,driver_10,customer_68
trip_23039,2023-06-04 09:20:00,Mall,Mall,63,44.87,71.8,cash,driver_63,customer_456
trip_23040,2023-12-11 15:57:00,Airport,University,61,8.34,17.72,cash,driver_59,customer_249
trip_23041,2023-06-11 04:06:00,University,Suburbs,91,26.56,51.45,cash,driver_38,customer_494
trip_23042,2023-02-25 03:58:00,Train Station,Mall,84,8.7,25.53,card,driver_82,customer_217
trip_23043,2023-08-26 14:28:00,Mall,Downtown,106,16.68,76.42,card,driver_79,customer_247
trip_23044,2023-04-19 22:41:00,Mall,Downtown,114,25.71,56.19,cash,driver_4,customer_313
